"Country","GBDCHILDCAUSES","Year","Deaths_0_to_27_Days","Deaths_1_to_59_Months","Deaths_0_to_4_Years"
"Saint Lucia","HIV/AIDS","2005","0","0","0"
"Saint Lucia","HIV/AIDS","2004","0","1","1"
"Saint Lucia","HIV/AIDS","2003","0","1","1"
"Saint Lucia","HIV/AIDS","2002","0","0","0"
"Saint Lucia","HIV/AIDS","2001","0","1","1"
"Saint Lucia","HIV/AIDS","2000","0","1","1"
"Saint Lucia","Diarrhoeal diseases","2013","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2012","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2011","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2010","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2009","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2008","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2007","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2006","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2005","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2004","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2003","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2002","0","0","0"
"Saint Lucia","Diarrhoeal diseases","2001","0","1","1"
"Saint Lucia","Diarrhoeal diseases","2000","0","1","1"
"Saint Lucia","Pertussis","2013","0","0","0"
"Saint Lucia","Pertussis","2012","0","0","0"
"Saint Lucia","Pertussis","2011","0","0","0"
"Saint Lucia","Pertussis","2010","0","0","0"
"Saint Lucia","Pertussis","2009","0","0","0"
"Saint Lucia","Pertussis","2008","0","0","0"
"Saint Lucia","Pertussis","2007","0","0","0"
"Saint Lucia","Pertussis","2006","0","0","0"
"Saint Lucia","Pertussis","2005","0","0","0"
"Saint Lucia","Pertussis","2004","0","0","0"
"Saint Lucia","Pertussis","2003","0","0","0"
"Saint Lucia","Pertussis","2002","0","0","0"
"Saint Lucia","Pertussis","2001","0","0","0"
"Saint Lucia","Pertussis","2000","0","0","0"
"Saint Lucia","Tetanus","2013","0","0","0"
"Saint Lucia","Tetanus","2012","0","0","0"
"Saint Lucia","Tetanus","2011","0","0","0"
"Saint Lucia","Tetanus","2010","0","0","0"
"Saint Lucia","Tetanus","2009","0","0","0"
"Saint Lucia","Tetanus","2008","0","0","0"
"Saint Lucia","Tetanus","2007","0","0","0"
"Saint Lucia","Tetanus","2006","0","0","0"
"Saint Lucia","Tetanus","2005","0","0","0"
"Saint Lucia","Tetanus","2004","0","0","0"
"Saint Lucia","Tetanus","2003","0","0","0"
"Saint Lucia","Tetanus","2002","0","0","0"
"Saint Lucia","Tetanus","2001","0","0","0"
"Saint Lucia","Tetanus","2000","0","0","0"
"Saint Lucia","Measles","2013","0","0","0"
"Saint Lucia","Measles","2012","0","0","0"
"Saint Lucia","Measles","2011","0","0","0"
"Saint Lucia","Measles","2010","0","0","0"
"Saint Lucia","Measles","2009","0","0","0"
"Saint Lucia","Measles","2008","0","0","0"
"Saint Lucia","Measles","2007","0","0","0"
"Saint Lucia","Measles","2006","0","0","0"
"Saint Lucia","Measles","2005","0","0","0"
"Saint Lucia","Measles","2004","0","0","0"
"Saint Lucia","Measles","2003","0","0","0"
"Saint Lucia","Measles","2002","0","0","0"
"Saint Lucia","Measles","2001","0","0","0"
"Saint Lucia","Measles","2000","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2013","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2012","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2011","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2010","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2009","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2008","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2007","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2006","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2005","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2004","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2003","0","0","0"
"Saint Lucia","Meningitis/encephalitis","2002","0","1","1"
"Saint Lucia","Meningitis/encephalitis","2001","0","0","1"
"Saint Lucia","Meningitis/encephalitis","2000","0","0","1"
"Saint Lucia","Malaria","2013","0","0","0"
"Saint Lucia","Malaria","2012","0","0","0"
"Saint Lucia","Malaria","2011","0","0","0"
"Saint Lucia","Malaria","2010","0","0","0"
"Saint Lucia","Malaria","2009","0","0","0"
"Saint Lucia","Malaria","2008","0","0","0"
"Saint Lucia","Malaria","2007","0","0","0"
"Saint Lucia","Malaria","2006","0","0","0"
"Saint Lucia","Malaria","2005","0","0","0"
"Saint Lucia","Malaria","2004","0","0","0"
"Saint Lucia","Malaria","2003","0","0","0"
"Saint Lucia","Malaria","2002","0","0","0"
"Saint Lucia","Malaria","2001","0","0","0"
"Saint Lucia","Malaria","2000","0","0","0"
"Saint Lucia","Acute lower respiratory infections","2013","4","4","8"
"Saint Lucia","Acute lower respiratory infections","2012","4","4","8"
"Saint Lucia","Acute lower respiratory infections","2011","4","4","8"
"Saint Lucia","Acute lower respiratory infections","2010","4","4","8"
"Saint Lucia","Acute lower respiratory infections","2009","4","4","8"
"Saint Lucia","Acute lower respiratory infections","2008","3","3","7"
"Saint Lucia","Acute lower respiratory infections","2007","2","4","6"
"Saint Lucia","Acute lower respiratory infections","2006","1","5","5"
"Saint Lucia","Acute lower respiratory infections","2005","0","3","3"
"Saint Lucia","Acute lower respiratory infections","2004","0","3","3"
"Saint Lucia","Acute lower respiratory infections","2003","0","2","2"
"Saint Lucia","Acute lower respiratory infections","2002","0","3","3"
"Saint Lucia","Acute lower respiratory infections","2001","0","3","3"
"Saint Lucia","Acute lower respiratory infections","2000","0","2","2"
"Saint Lucia","Prematurity","2013","0","0","0"
"Saint Lucia","Prematurity","2012","0","0","0"
"Saint Lucia","Prematurity","2011","0","0","0"
"Saint Lucia","Prematurity","2010","0","0","0"
"Saint Lucia","Prematurity","2009","0","0","0"
"Saint Lucia","Prematurity","2008","2","0","2"
"Saint Lucia","Prematurity","2007","5","0","6"
"Saint Lucia","Prematurity","2006","9","0","9"
"Saint Lucia","Prematurity","2005","11","0","12"
"Saint Lucia","Prematurity","2004","12","1","13"
"Saint Lucia","Prematurity","2003","15","1","15"
"Saint Lucia","Prematurity","2002","16","0","17"
"Saint Lucia","Prematurity","2001","18","0","18"
"Saint Lucia","Prematurity","2000","18","0","19"
"Saint Lucia","Birth asphyxia and birth trauma","2013","0","0","0"
"Saint Lucia","Birth asphyxia and birth trauma","2012","0","0","0"
"Saint Lucia","Birth asphyxia and birth trauma","2011","0","0","0"
"Saint Lucia","Birth asphyxia and birth trauma","2010","0","0","0"
"Saint Lucia","Birth asphyxia and birth trauma","2009","0","0","0"
"Saint Lucia","Birth asphyxia and birth trauma","2008","1","0","1"
"Saint Lucia","Birth asphyxia and birth trauma","2007","2","0","2"
"Saint Lucia","Birth asphyxia and birth trauma","2006","4","0","5"
"Saint Lucia","Birth asphyxia and birth trauma","2005","5","0","5"
"Saint Lucia","Birth asphyxia and birth trauma","2004","5","0","6"
"Saint Lucia","Birth asphyxia and birth trauma","2003","5","0","5"
"Saint Lucia","Birth asphyxia and birth trauma","2002","7","0","7"
"Saint Lucia","Birth asphyxia and birth trauma","2001","8","0","8"
"Saint Lucia","Birth asphyxia and birth trauma","2000","8","0","9"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2013","0","0","0"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2012","0","0","0"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2011","0","0","0"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2010","0","0","0"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2009","0","0","0"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2008","1","0","1"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2007","4","0","4"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2006","4","0","4"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2005","6","0","6"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2004","4","0","4"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2003","3","0","3"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2002","2","0","2"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2001","1","0","1"
"Saint Lucia","Sepsis and other infectious conditions of the newborn","2000","1","0","1"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2013","0","0","0"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2012","0","0","0"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2011","0","0","0"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2010","0","0","0"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2009","0","0","0"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2008","1","0","1"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2007","2","0","3"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2006","4","1","4"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2005","3","2","5"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2004","2","3","5"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2003","1","4","5"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2002","2","3","5"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2001","2","2","4"
"Saint Lucia","Other communicable, perinatal and nutritional conditions","2000","2","2","4"
"Saint Lucia","Congenital anomalies","2013","13","0","13"
"Saint Lucia","Congenital anomalies","2012","13","0","14"
"Saint Lucia","Congenital anomalies","2011","13","0","14"
"Saint Lucia","Congenital anomalies","2010","14","0","14"
"Saint Lucia","Congenital anomalies","2009","14","0","14"
"Saint Lucia","Congenital anomalies","2008","12","1","13"
"Saint Lucia","Congenital anomalies","2007","8","2","10"
"Saint Lucia","Congenital anomalies","2006","5","3","8"
"Saint Lucia","Congenital anomalies","2005","4","3","7"
"Saint Lucia","Congenital anomalies","2004","5","5","10"
"Saint Lucia","Congenital anomalies","2003","4","4","8"
"Saint Lucia","Congenital anomalies","2002","3","3","7"
"Saint Lucia","Congenital anomalies","2001","3","2","5"
"Saint Lucia","Congenital anomalies","2000","3","3","6"
"Saint Lucia","Other noncommunicable diseases","2013","6","12","18"
"Saint Lucia","Other noncommunicable diseases","2012","7","12","19"
"Saint Lucia","Other noncommunicable diseases","2011","7","13","20"
"Saint Lucia","Other noncommunicable diseases","2010","7","13","20"
"Saint Lucia","Other noncommunicable diseases","2009","7","15","22"
"Saint Lucia","Other noncommunicable diseases","2008","6","12","18"
"Saint Lucia","Other noncommunicable diseases","2007","4","11","15"
"Saint Lucia","Other noncommunicable diseases","2006","1","8","10"
"Saint Lucia","Other noncommunicable diseases","2005","0","6","6"
"Saint Lucia","Other noncommunicable diseases","2004","0","4","4"
"Saint Lucia","Other noncommunicable diseases","2003","0","5","5"
"Saint Lucia","Other noncommunicable diseases","2002","0","6","6"
"Saint Lucia","Other noncommunicable diseases","2001","0","8","8"
"Saint Lucia","Other noncommunicable diseases","2000","0","8","8"
"Saint Lucia","Injuries","2013","2","0","2"
"Saint Lucia","Injuries","2012","2","0","2"
"Saint Lucia","Injuries","2011","2","0","2"
"Saint Lucia","Injuries","2010","2","0","2"
"Saint Lucia","Injuries","2009","2","0","2"
"Saint Lucia","Injuries","2008","2","1","2"
"Saint Lucia","Injuries","2007","1","1","2"
"Saint Lucia","Injuries","2006","0","2","3"
"Saint Lucia","Injuries","2005","0","3","3"
"Saint Lucia","Injuries","2004","0","3","3"
"Saint Lucia","Injuries","2003","0","4","4"
"Saint Lucia","Injuries","2002","0","4","4"
"Saint Lucia","Injuries","2001","0","4","4"
"Saint Lucia","Injuries","2000","0","3","3"
"Saint Vincent and the Grenadines","HIV/AIDS","2013","0","0","0"
"Saint Vincent and the Grenadines","HIV/AIDS","2012","0","0","0"
"Saint Vincent and the Grenadines","HIV/AIDS","2011","0","0","0"
"Saint Vincent and the Grenadines","HIV/AIDS","2010","0","0","0"
"Saint Vincent and the Grenadines","HIV/AIDS","2009","0","0","0"
"Saint Vincent and the Grenadines","HIV/AIDS","2008","0","1","1"
"Saint Vincent and the Grenadines","HIV/AIDS","2007","0","1","1"
"Saint Vincent and the Grenadines","HIV/AIDS","2006","0","1","1"
"Saint Vincent and the Grenadines","HIV/AIDS","2005","0","0","0"
"Saint Vincent and the Grenadines","HIV/AIDS","2004","0","1","1"
"Saint Vincent and the Grenadines","HIV/AIDS","2003","0","1","1"
"Saint Vincent and the Grenadines","HIV/AIDS","2002","0","1","1"
"Saint Vincent and the Grenadines","HIV/AIDS","2001","0","1","1"
"Saint Vincent and the Grenadines","HIV/AIDS","2000","0","1","1"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2013","0","0","0"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2012","0","0","0"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2011","0","0","0"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2010","0","0","0"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2009","0","0","0"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2008","0","0","0"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2007","0","0","0"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2006","0","1","1"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2005","0","1","1"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2004","0","2","2"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2003","0","1","1"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2002","0","2","2"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2001","0","1","1"
"Saint Vincent and the Grenadines","Diarrhoeal diseases","2000","0","2","2"
"Saint Vincent and the Grenadines","Pertussis","2013","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2012","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2011","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2010","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2009","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2008","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2007","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2006","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2005","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2004","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2003","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2002","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2001","0","0","0"
"Saint Vincent and the Grenadines","Pertussis","2000","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2013","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2012","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2011","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2010","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2009","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2008","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2007","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2006","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2005","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2004","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2003","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2002","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2001","0","0","0"
"Saint Vincent and the Grenadines","Tetanus","2000","0","0","0"
"Saint Vincent and the Grenadines","Measles","2013","0","0","0"
"Saint Vincent and the Grenadines","Measles","2012","0","0","0"
"Saint Vincent and the Grenadines","Measles","2011","0","0","0"
"Saint Vincent and the Grenadines","Measles","2010","0","0","0"
"Saint Vincent and the Grenadines","Measles","2009","0","0","0"
"Saint Vincent and the Grenadines","Measles","2008","0","0","0"
"Saint Vincent and the Grenadines","Measles","2007","0","0","0"
"Saint Vincent and the Grenadines","Measles","2006","0","0","0"
"Saint Vincent and the Grenadines","Measles","2005","0","0","0"
"Saint Vincent and the Grenadines","Measles","2004","0","0","0"
"Saint Vincent and the Grenadines","Measles","2003","0","0","0"
"Saint Vincent and the Grenadines","Measles","2002","0","0","0"
"Saint Vincent and the Grenadines","Measles","2001","0","0","0"
"Saint Vincent and the Grenadines","Measles","2000","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2013","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2012","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2011","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2010","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2009","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2008","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2007","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2006","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2005","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2004","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2003","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2002","0","0","0"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2001","0","0","1"
"Saint Vincent and the Grenadines","Meningitis/encephalitis","2000","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2013","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2012","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2011","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2010","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2009","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2008","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2007","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2006","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2005","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2004","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2003","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2002","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2001","0","0","0"
"Saint Vincent and the Grenadines","Malaria","2000","0","0","0"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2013","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2012","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2011","0","2","2"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2010","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2009","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2008","1","0","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2007","0","0","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2006","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2005","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2004","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2003","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2002","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2001","0","1","1"
"Saint Vincent and the Grenadines","Acute lower respiratory infections","2000","0","1","1"
"Saint Vincent and the Grenadines","Prematurity","2013","13","0","13"
"Saint Vincent and the Grenadines","Prematurity","2012","14","0","14"
"Saint Vincent and the Grenadines","Prematurity","2011","14","0","14"
"Saint Vincent and the Grenadines","Prematurity","2010","15","0","15"
"Saint Vincent and the Grenadines","Prematurity","2009","13","0","13"
"Saint Vincent and the Grenadines","Prematurity","2008","12","0","12"
"Saint Vincent and the Grenadines","Prematurity","2007","11","0","11"
"Saint Vincent and the Grenadines","Prematurity","2006","12","0","12"
"Saint Vincent and the Grenadines","Prematurity","2005","12","1","13"
"Saint Vincent and the Grenadines","Prematurity","2004","13","1","15"
"Saint Vincent and the Grenadines","Prematurity","2003","13","2","15"
"Saint Vincent and the Grenadines","Prematurity","2002","13","1","15"
"Saint Vincent and the Grenadines","Prematurity","2001","15","2","16"
"Saint Vincent and the Grenadines","Prematurity","2000","16","1","18"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2013","4","0","4"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2012","5","0","5"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2011","5","0","5"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2010","4","0","4"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2009","3","0","3"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2008","3","0","3"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2007","4","0","4"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2006","4","0","4"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2005","2","1","3"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2004","2","2","4"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2003","3","2","4"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2002","5","2","7"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2001","5","1","5"
"Saint Vincent and the Grenadines","Birth asphyxia and birth trauma","2000","5","0","5"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2013","1","0","1"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2012","1","0","1"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2011","1","0","1"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2010","3","0","3"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2009","5","0","5"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2008","6","0","6"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2007","8","0","8"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2006","6","0","6"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2005","5","0","5"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2004","3","0","3"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2003","4","0","4"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2002","4","0","4"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2001","3","0","3"
"Saint Vincent and the Grenadines","Sepsis and other infectious conditions of the newborn","2000","2","0","2"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2013","1","1","2"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2012","1","1","2"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2011","1","1","2"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2010","2","2","3"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2009","2","2","4"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2008","2","2","3"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2007","1","2","3"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2006","0","3","3"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2005","2","3","5"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2004","3","3","6"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2003","5","2","7"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2002","4","3","6"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2001","2","2","4"
"Saint Vincent and the Grenadines","Other communicable, perinatal and nutritional conditions","2000","1","2","3"
"Saint Vincent and the Grenadines","Congenital anomalies","2013","3","1","4"
"Saint Vincent and the Grenadines","Congenital anomalies","2012","3","1","4"
"Saint Vincent and the Grenadines","Congenital anomalies","2011","3","2","5"
"Saint Vincent and the Grenadines","Congenital anomalies","2010","3","1","4"
"Saint Vincent and the Grenadines","Congenital anomalies","2009","2","1","4"
"Saint Vincent and the Grenadines","Congenital anomalies","2008","2","1","3"
"Saint Vincent and the Grenadines","Congenital anomalies","2007","3","2","5"
"Saint Vincent and the Grenadines","Congenital anomalies","2006","3","3","6"
"Saint Vincent and the Grenadines","Congenital anomalies","2005","4","3","7"
"Saint Vincent and the Grenadines","Congenital anomalies","2004","4","2","6"
"Saint Vincent and the Grenadines","Congenital anomalies","2003","2","2","3"
"Saint Vincent and the Grenadines","Congenital anomalies","2002","2","1","3"
"Saint Vincent and the Grenadines","Congenital anomalies","2001","4","2","6"
"Saint Vincent and the Grenadines","Congenital anomalies","2000","6","2","8"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2013","0","8","8"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2012","0","8","8"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2011","0","9","9"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2010","0","7","7"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2009","0","8","8"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2008","0","9","9"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2007","0","9","9"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2006","0","6","6"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2005","0","2","2"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2004","0","1","1"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2003","0","2","2"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2002","0","3","3"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2001","0","4","4"
"Saint Vincent and the Grenadines","Other noncommunicable diseases","2000","0","4","4"
"Saint Vincent and the Grenadines","Injuries","2013","0","2","2"
"Saint Vincent and the Grenadines","Injuries","2012","0","2","2"
"Saint Vincent and the Grenadines","Injuries","2011","0","1","1"
"Saint Vincent and the Grenadines","Injuries","2010","0","3","3"
"Saint Vincent and the Grenadines","Injuries","2009","0","3","3"
"Saint Vincent and the Grenadines","Injuries","2008","0","3","3"
"Saint Vincent and the Grenadines","Injuries","2007","0","1","1"
"Saint Vincent and the Grenadines","Injuries","2006","1","1","1"
"Saint Vincent and the Grenadines","Injuries","2005","1","2","3"
"Saint Vincent and the Grenadines","Injuries","2004","1","3","4"
"Saint Vincent and the Grenadines","Injuries","2003","1","4","4"
"Saint Vincent and the Grenadines","Injuries","2002","0","4","4"
"Saint Vincent and the Grenadines","Injuries","2001","0","3","3"
"Saint Vincent and the Grenadines","Injuries","2000","0","3","3"
"Trinidad and Tobago","HIV/AIDS","2013","1","3","3"
"Trinidad and Tobago","HIV/AIDS","2012","1","3","4"
"Trinidad and Tobago","HIV/AIDS","2011","1","4","4"
"Trinidad and Tobago","HIV/AIDS","2010","1","5","5"
"Trinidad and Tobago","HIV/AIDS","2009","1","6","7"
"Trinidad and Tobago","HIV/AIDS","2008","2","5","7"
"Trinidad and Tobago","HIV/AIDS","2007","0","13","14"
"Trinidad and Tobago","HIV/AIDS","2006","0","11","11"
"Trinidad and Tobago","HIV/AIDS","2005","0","9","10"
"Trinidad and Tobago","HIV/AIDS","2004","0","18","18"
"Trinidad and Tobago","HIV/AIDS","2003","1","17","18"
"Trinidad and Tobago","HIV/AIDS","2002","4","32","36"
"Trinidad and Tobago","HIV/AIDS","2001","1","20","21"
"Trinidad and Tobago","HIV/AIDS","2000","0","15","15"
"Trinidad and Tobago","Diarrhoeal diseases","2013","0","2","2"
